22岁,162cm,高中,10000-20000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",21 - 29岁,162 - 187cm,不限,不限,台湾省,不限,不限
31岁,161cm,大专,5000-10000,澳门特别行政区,未婚,以后再告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",30 - 38岁,161 - 186cm,不限,不限,澳门特别行政区,不限,不限
23岁,158cm,大专,10000-20000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",21 - 29岁,158 - 183cm,不限,不限,台湾省,不限,不限
24岁,160cm,大专,10000-20000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",23 - 31岁,160 - 185cm,不限,不限,台湾省,不限,不限
22岁,168cm,高中,5000-10000,香港特别行政区,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",21 - 29岁,168 - 193cm,不限,不限,香港特别行政区,不限,不限
38岁,172cm,硕士,5000-10000,以后告诉你,未婚,以后告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",26 - 37岁,160 - 211cm,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",不限,不限,不限
28岁,164cm,本科,5000-10000,山西省,未婚,已购房(无贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",27 - 37岁,170 - 190cm,不限,不限,山西省,不限,不限
29岁,165cm,本科,5000-10000,内蒙古自治区,未婚,住单位房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",28 - 38岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
23岁,166cm,本科,5000-10000,天津市,未婚,已购房(无贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",23 - 33岁,170 - 190cm,不限,不限,天津市,不限,不限
34岁,161cm,大专,2000-5000,黑龙江省,未婚,以后再告诉你,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",34 - 44岁,170 - 190cm,不限,不限,黑龙江省,不限,不限
34岁,165cm,大专,2000-5000,山东省,未婚,与父母同住,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",34 - 44岁,170 - 190cm,不限,不限,山东省,不限,不限
24岁,160cm,本科,5000-10000,内蒙古自治区,未婚,需要时购置,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",24 - 34岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
32岁,172cm,大专,2000以下,福建省,未婚,以后告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",30 - 38岁,172 - 197cm,不限,不限,福建省,不限,不限
29岁,165cm,大专,2000-5000,四川省,未婚,住亲朋家,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",29 - 39岁,170 - 190cm,不限,不限,四川省,不限,不限
50岁,163cm,初中,5000-10000,江苏省,未婚,住亲朋家,"
                    一个人的天空很蓝，蓝的有点忧郁。一个人的日子自由，自由的有点孤单；一个人的日子，背影多了份孤独，身边少了份快乐；一个人的日子，心灵多了份宁静，面容添了一丝忧郁……有人心疼我的那一份孤独，有人羡慕我的那一份宁静……而我，总是一个人在等待你的出现。 迦				",49 - 59岁,170 - 190cm,不限,不限,江苏省,不限,不限
31岁,168cm,大专,2000-5000,河北省,未婚,与父母同住,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",30 - 40岁,170 - 190cm,不限,不限,河北省,不限,不限
32岁,161cm,大专,2000-5000,内蒙古自治区,未婚,已购房(有贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",31 - 41岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
32岁,168cm,大专,2000-5000,黑龙江省,未婚,租房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",31 - 41岁,170 - 190cm,不限,不限,黑龙江省,不限,不限
29岁,169cm,大专,2000-5000,黑龙江省,未婚,以后再告诉你,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",29 - 39岁,170 - 190cm,不限,不限,黑龙江省,不限,不限
35岁,165cm,大专,2000-5000,辽宁省,未婚,已购房(有贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",34 - 44岁,170 - 190cm,不限,不限,辽宁省,不限,不限
29岁,165cm,大专,2000-5000,内蒙古自治区,未婚,与父母同住,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",29 - 39岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
32岁,170cm,大专,2000-5000,陕西省,未婚,需要时购置,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",31 - 41岁,170 - 190cm,不限,不限,陕西省,不限,不限
31岁,166cm,大专,2000-5000,湖南省,未婚,以后再告诉你,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",30 - 40岁,170 - 190cm,不限,不限,湖南省,不限,不限
20岁,160cm,本科,2000以下,河北省,未婚,以后告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",20 - 28岁,160 - 185cm,不限,不限,河北省,不限,不限
21岁,170cm,本科,5000-10000,安徽省,未婚,以后告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",20 - 28岁,170 - 195cm,不限,不限,安徽省,不限,不限
63岁,162cm,初中,2000-5000,河南省,离异,已购房(无贷款),"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，找一个一起到老的伴侣。				",58 - 66岁,170 - 190cm,初中,2000-5000,河南省,离异,已购房(无贷款)
24岁,172cm,中专/职高/技校,2000以下,山东省,离异,以后告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",23 - 31岁,172 - 197cm,不限,不限,山东省,不限,不限
80岁,172cm,中专/职高/技校,5000-10000,江苏省,未婚,以后告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",24 - 35岁,160 - 211cm,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",江苏省,不限,不限
68岁,172cm,硕士,20000-50000,青海省,离异,以后告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",20 - 31岁,160 - 211cm,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",青海省,不限,不限
25岁,165cm,本科,10000-20000,香港特别行政区,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",24 - 32岁,165 - 190cm,不限,不限,香港特别行政区,不限,不限
22岁,168cm,大专,5000-10000,台湾省,未婚,以后再告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",21 - 29岁,168 - 193cm,不限,不限,台湾省,不限,不限
24岁,163cm,高中,10000-20000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",22 - 30岁,163 - 188cm,不限,不限,台湾省,不限,不限
22岁,156cm,大专,5000-10000,澳门特别行政区,未婚,以后再告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",21 - 29岁,156 - 181cm,不限,不限,澳门特别行政区,不限,不限
23岁,167cm,本科,5000-10000,澳门特别行政区,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",21 - 29岁,167 - 192cm,不限,不限,澳门特别行政区,不限,不限
34岁,172cm,高中,20000-50000,西藏自治区,未婚,以后告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",32 - 40岁,172 - 197cm,不限,不限,西藏自治区,不限,不限
25岁,161cm,本科,5000-10000,澳门特别行政区,未婚,以后再告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",24 - 32岁,161 - 186cm,不限,不限,澳门特别行政区,不限,不限
22岁,157cm,高中,10000-20000,澳门特别行政区,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",21 - 29岁,157 - 182cm,不限,不限,澳门特别行政区,不限,不限
24岁,167cm,本科,10000-20000,台湾省,未婚,以后再告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",22 - 30岁,167 - 192cm,不限,不限,台湾省,不限,不限
22岁,169cm,高中,5000-10000,香港特别行政区,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",21 - 29岁,169 - 194cm,不限,不限,香港特别行政区,不限,不限
22岁,162cm,高中,10000-20000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",21 - 29岁,162 - 187cm,不限,不限,台湾省,不限,不限
31岁,176cm,高中,5000-10000,澳门特别行政区,未婚,以后告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",29 - 37岁,176 - 201cm,不限,不限,澳门特别行政区,不限,不限
31岁,167cm,大专,10000-20000,澳门特别行政区,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",29 - 37岁,167 - 192cm,不限,不限,澳门特别行政区,不限,不限
24岁,162cm,本科,5000-10000,香港特别行政区,未婚,以后再告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",22 - 30岁,162 - 187cm,不限,不限,香港特别行政区,不限,不限
24岁,161cm,本科,10000-20000,台湾省,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",23 - 31岁,161 - 186cm,不限,不限,台湾省,不限,不限
31岁,164cm,本科,10000-20000,西藏自治区,未婚,以后再告诉你,"
                    我希望自己不是这里的一个过客，盼望找到我爱的人，我会一直努力寻找，遇到了，珍惜，不放手。				",29 - 37岁,164 - 189cm,不限,不限,西藏自治区,不限,不限
22岁,160cm,大专,10000-20000,香港特别行政区,未婚,以后再告诉你,"
                    大家好，很高兴来到这里，非常希望认识更多的朋友，更期待你的出现，快快给我发信吧～				",21 - 29岁,160 - 185cm,不限,不限,香港特别行政区,不限,不限
26岁,173cm,高中,20000-50000,香港特别行政区,未婚,以后告诉你,"
                    在百合，我希望找到一个真诚，自信，积极，阳光的另一半，相扶相持，一起生活。				",25 - 33岁,173 - 198cm,不限,不限,香港特别行政区,不限,不限
30岁,166cm,大专,2000-5000,湖南省,未婚,住单位房,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",30 - 40岁,170 - 190cm,不限,不限,湖南省,不限,不限
22岁,180cm,大专,2000-5000,内蒙古自治区,未婚,与父母同住,"
                    在百合，我希望自己不是这里的一个过客，而是盼望在这里建成自己的家园，期待与我一样的另一半的到来。				",21 - 31岁,170 - 190cm,不限,不限,内蒙古自治区,不限,不限
